,queries,actual_value
1559,"SELECT * FROM higgs WHERE ""e"" BETWEEN 13.51 AND 17.70 AND ""b"" BETWEEN 1.28 AND 6.67 AND ""d"" BETWEEN 9.99 AND 10.68 AND ""f"" BETWEEN 9.81 AND 11.22 AND ""c"" BETWEEN 0.71 AND 2.66 AND ""g"" BETWEEN 0.88 AND 5.75 AND ""a"" BETWEEN 13.91 AND 34.64;",0.0
1560,"SELECT * FROM higgs WHERE ""e"" BETWEEN 1.42 AND 14.81 AND ""b"" BETWEEN 1.14 AND 15.41;",412921.0
1561,"SELECT * FROM higgs WHERE ""e"" BETWEEN 5.07 AND 10.89 AND ""d"" BETWEEN 8.98 AND 12.36 AND ""b"" BETWEEN 1.80 AND 18.91 AND ""f"" BETWEEN 5.66 AND 9.08 AND ""a"" BETWEEN 7.20 AND 12.66 AND ""g"" BETWEEN 7.01 AND 7.45 AND ""c"" BETWEEN 0.29 AND 4.93;",0.0
1562,"SELECT * FROM higgs WHERE ""e"" BETWEEN 3.46 AND 8.02 AND ""a"" BETWEEN 20.85 AND 24.44;",0.0
1563,"SELECT * FROM higgs WHERE ""c"" BETWEEN 2.55 AND 3.92 AND ""d"" BETWEEN 0.73 AND 13.43;",8881.0
1564,"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.06 AND 5.78 AND ""c"" BETWEEN 1.76 AND 1.83;",38.0
1565,"SELECT * FROM higgs WHERE ""e"" BETWEEN 1.19 AND 8.10 AND ""c"" BETWEEN 2.36 AND 7.89 AND ""f"" BETWEEN 0.76 AND 6.72 AND ""g"" BETWEEN 2.51 AND 7.90 AND ""a"" BETWEEN 3.95 AND 11.97 AND ""b"" BETWEEN 2.43 AND 7.70 AND ""d"" BETWEEN 1.81 AND 3.21;",21.0
1566,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.39 AND 6.38 AND ""b"" BETWEEN 14.25 AND 18.52;",0.0
1567,"SELECT * FROM higgs WHERE ""f"" BETWEEN 2.03 AND 10.85 AND ""c"" BETWEEN 3.07 AND 5.88 AND ""e"" BETWEEN 5.63 AND 9.40 AND ""g"" BETWEEN 0.42 AND 3.10 AND ""a"" BETWEEN 3.09 AND 3.82 AND ""d"" BETWEEN 12.55 AND 12.63;",0.0
1568,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.33 AND 6.97 AND ""e"" BETWEEN 3.07 AND 17.29 AND ""d"" BETWEEN 5.61 AND 11.80 AND ""g"" BETWEEN 1.26 AND 4.99 AND ""f"" BETWEEN 7.13 AND 7.95 AND ""a"" BETWEEN 9.69 AND 18.55 AND ""b"" BETWEEN 10.83 AND 12.79;",0.0
1569,"SELECT * FROM higgs WHERE ""f"" BETWEEN 2.77 AND 8.23 AND ""d"" BETWEEN 3.93 AND 4.73 AND ""g"" BETWEEN 2.22 AND 6.28 AND ""a"" BETWEEN 12.23 AND 18.55 AND ""c"" BETWEEN 6.06 AND 7.67 AND ""e"" BETWEEN 2.69 AND 16.84;",0.0
1570,"SELECT * FROM higgs WHERE ""e"" BETWEEN 7.41 AND 16.01 AND ""b"" BETWEEN 5.41 AND 16.92 AND ""c"" BETWEEN 0.14 AND 2.74;",15.0
1571,"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.40 AND 3.99 AND ""d"" BETWEEN 1.76 AND 4.07 AND ""e"" BETWEEN 3.15 AND 16.77 AND ""f"" BETWEEN 9.81 AND 10.06 AND ""b"" BETWEEN 4.42 AND 9.28 AND ""a"" BETWEEN 15.72 AND 25.03 AND ""c"" BETWEEN 1.58 AND 6.49;",0.0
1572,"SELECT * FROM higgs WHERE ""e"" BETWEEN 9.60 AND 15.88 AND ""f"" BETWEEN 2.17 AND 5.42 AND ""g"" BETWEEN 6.97 AND 8.00;",0.0
1573,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.67 AND 9.35 AND ""a"" BETWEEN 13.87 AND 36.06 AND ""f"" BETWEEN 5.82 AND 9.06 AND ""b"" BETWEEN 10.39 AND 10.79 AND ""e"" BETWEEN 4.86 AND 15.16;",0.0
1574,"SELECT * FROM higgs WHERE ""e"" BETWEEN 6.10 AND 16.09 AND ""g"" BETWEEN 7.24 AND 7.96 AND ""f"" BETWEEN 0.95 AND 2.21 AND ""d"" BETWEEN 3.24 AND 4.39 AND ""b"" BETWEEN 0.34 AND 9.94;",0.0
1575,"SELECT * FROM higgs WHERE ""b"" BETWEEN 5.14 AND 18.47 AND ""a"" BETWEEN 8.70 AND 27.10 AND ""d"" BETWEEN 2.75 AND 8.89;",132.0
1576,"SELECT * FROM higgs WHERE ""c"" BETWEEN 2.61 AND 7.37 AND ""b"" BETWEEN 6.50 AND 17.55 AND ""g"" BETWEEN 3.62 AND 5.65 AND ""a"" BETWEEN 18.79 AND 36.34 AND ""d"" BETWEEN 9.90 AND 13.15;",0.0
1577,"SELECT * FROM higgs WHERE ""e"" BETWEEN 3.08 AND 10.12 AND ""c"" BETWEEN 6.22 AND 6.99 AND ""g"" BETWEEN 2.90 AND 4.73 AND ""d"" BETWEEN 5.24 AND 7.82 AND ""f"" BETWEEN 1.37 AND 7.54;",0.0
1578,"SELECT * FROM higgs WHERE ""b"" BETWEEN 0.72 AND 5.10 AND ""a"" BETWEEN 6.99 AND 13.29 AND ""d"" BETWEEN 3.02 AND 4.68 AND ""e"" BETWEEN 3.96 AND 8.30 AND ""f"" BETWEEN 5.95 AND 9.46 AND ""g"" BETWEEN 1.87 AND 5.54 AND ""c"" BETWEEN 3.54 AND 7.97;",0.0
1579,"SELECT * FROM higgs WHERE ""f"" BETWEEN 0.41 AND 9.68 AND ""b"" BETWEEN 3.80 AND 19.77 AND ""d"" BETWEEN 8.02 AND 9.89 AND ""e"" BETWEEN 7.59 AND 9.62 AND ""g"" BETWEEN 0.83 AND 4.95 AND ""c"" BETWEEN 0.70 AND 5.60;",0.0
1580,"SELECT * FROM higgs WHERE ""e"" BETWEEN 9.12 AND 17.01 AND ""b"" BETWEEN 9.17 AND 15.01 AND ""d"" BETWEEN 5.72 AND 6.35;",0.0
1581,"SELECT * FROM higgs WHERE ""f"" BETWEEN 3.44 AND 5.20 AND ""g"" BETWEEN 0.86 AND 4.46;",14717.0
1582,"SELECT * FROM higgs WHERE ""d"" BETWEEN 0.73 AND 8.41 AND ""e"" BETWEEN 7.07 AND 16.83 AND ""g"" BETWEEN 0.85 AND 1.85 AND ""a"" BETWEEN 29.78 AND 33.54 AND ""b"" BETWEEN 11.60 AND 17.95 AND ""c"" BETWEEN 3.28 AND 3.32 AND ""f"" BETWEEN 2.73 AND 3.11;",0.0
1583,"SELECT * FROM higgs WHERE ""b"" BETWEEN 5.58 AND 11.61 AND ""d"" BETWEEN 10.00 AND 13.92 AND ""g"" BETWEEN 1.99 AND 3.75 AND ""c"" BETWEEN 2.92 AND 6.37 AND ""e"" BETWEEN 12.62 AND 13.25;",0.0
1584,"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.02 AND 2.12 AND ""c"" BETWEEN 3.07 AND 3.08 AND ""d"" BETWEEN 1.22 AND 11.72 AND ""a"" BETWEEN 4.34 AND 37.28 AND ""e"" BETWEEN 9.48 AND 17.03;",0.0
1585,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.52 AND 2.40 AND ""e"" BETWEEN 8.06 AND 9.39 AND ""d"" BETWEEN 2.19 AND 6.91 AND ""b"" BETWEEN 8.80 AND 14.25;",0.0
1586,"SELECT * FROM higgs WHERE ""b"" BETWEEN 8.27 AND 20.20 AND ""c"" BETWEEN 4.74 AND 5.06 AND ""d"" BETWEEN 2.21 AND 9.89 AND ""f"" BETWEEN 5.01 AND 10.14 AND ""g"" BETWEEN 0.40 AND 5.58 AND ""a"" BETWEEN 5.00 AND 32.19 AND ""e"" BETWEEN 1.66 AND 2.29;",0.0
1587,"SELECT * FROM higgs WHERE ""d"" BETWEEN 7.79 AND 12.44 AND ""f"" BETWEEN 2.68 AND 6.25;",96.0
1588,"SELECT * FROM higgs WHERE ""a"" BETWEEN 1.08 AND 25.33 AND ""e"" BETWEEN 0.46 AND 11.33 AND ""c"" BETWEEN 2.55 AND 6.84 AND ""g"" BETWEEN 1.86 AND 7.26 AND ""d"" BETWEEN 10.67 AND 11.51;",0.0
1589,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.68 AND 6.49 AND ""d"" BETWEEN 3.00 AND 6.05;",48.0
1590,"SELECT * FROM higgs WHERE ""g"" BETWEEN 0.37 AND 3.93 AND ""e"" BETWEEN 0.64 AND 11.12;",8578698.0
1591,"SELECT * FROM higgs WHERE ""a"" BETWEEN 22.04 AND 33.41 AND ""d"" BETWEEN 3.84 AND 5.62 AND ""e"" BETWEEN 0.31 AND 13.39;",0.0
1592,"SELECT * FROM higgs WHERE ""f"" BETWEEN 3.10 AND 5.60 AND ""b"" BETWEEN 2.52 AND 8.20 AND ""g"" BETWEEN 1.30 AND 6.58;",18607.0
1593,"SELECT * FROM higgs WHERE ""a"" BETWEEN 15.03 AND 32.53 AND ""c"" BETWEEN 1.50 AND 6.55 AND ""g"" BETWEEN 2.75 AND 5.89 AND ""b"" BETWEEN 9.85 AND 10.09;",0.0
1594,"SELECT * FROM higgs WHERE ""b"" BETWEEN 5.33 AND 11.96 AND ""c"" BETWEEN 5.46 AND 6.93 AND ""e"" BETWEEN 4.98 AND 6.89 AND ""f"" BETWEEN 6.45 AND 8.66;",0.0
1595,"SELECT * FROM higgs WHERE ""d"" BETWEEN 9.20 AND 14.21 AND ""a"" BETWEEN 7.84 AND 17.95;",1.0
1596,"SELECT * FROM higgs WHERE ""b"" BETWEEN 2.50 AND 15.65 AND ""a"" BETWEEN 11.79 AND 21.25;",2030.0
1597,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.36 AND 4.63 AND ""c"" BETWEEN 4.17 AND 7.23 AND ""f"" BETWEEN 1.55 AND 10.81 AND ""b"" BETWEEN 13.68 AND 18.27 AND ""e"" BETWEEN 0.34 AND 16.75 AND ""a"" BETWEEN 7.57 AND 21.71 AND ""d"" BETWEEN 12.93 AND 13.57;",0.0
1598,"SELECT * FROM higgs WHERE ""b"" BETWEEN 5.33 AND 10.54 AND ""g"" BETWEEN 7.10 AND 7.35 AND ""e"" BETWEEN 2.00 AND 11.65 AND ""f"" BETWEEN 6.69 AND 9.71 AND ""c"" BETWEEN 1.05 AND 5.26 AND ""d"" BETWEEN 0.94 AND 11.20 AND ""a"" BETWEEN 7.69 AND 23.20;",0.0
1599,"SELECT * FROM higgs WHERE ""g"" BETWEEN 5.36 AND 6.94 AND ""c"" BETWEEN 0.17 AND 0.81 AND ""d"" BETWEEN 13.07 AND 13.15;",0.0
1600,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.14 AND 4.65 AND ""f"" BETWEEN 1.45 AND 6.64 AND ""b"" BETWEEN 12.06 AND 15.99;",0.0
1601,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.47 AND 1.62 AND ""e"" BETWEEN 0.99 AND 8.96;",3770425.0
1602,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.35 AND 6.34 AND ""c"" BETWEEN 1.85 AND 2.48 AND ""a"" BETWEEN 27.95 AND 30.65 AND ""e"" BETWEEN 0.34 AND 3.82 AND ""b"" BETWEEN 4.30 AND 6.13;",0.0
1603,"SELECT * FROM higgs WHERE ""e"" BETWEEN 4.37 AND 13.54 AND ""g"" BETWEEN 5.60 AND 6.91 AND ""b"" BETWEEN 14.35 AND 18.90 AND ""c"" BETWEEN 2.46 AND 4.40 AND ""d"" BETWEEN 8.24 AND 13.47;",0.0
1604,"SELECT * FROM higgs WHERE ""b"" BETWEEN 14.24 AND 16.56 AND ""g"" BETWEEN 5.53 AND 6.56 AND ""e"" BETWEEN 7.43 AND 10.29 AND ""d"" BETWEEN 4.86 AND 11.62 AND ""f"" BETWEEN 2.45 AND 5.28 AND ""c"" BETWEEN 1.55 AND 4.72;",0.0
1605,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.72 AND 4.16 AND ""a"" BETWEEN 4.14 AND 8.18;",71181.0
1606,"SELECT * FROM higgs WHERE ""b"" BETWEEN 10.71 AND 12.66 AND ""c"" BETWEEN 2.56 AND 6.95 AND ""e"" BETWEEN 5.58 AND 5.97 AND ""f"" BETWEEN 4.33 AND 5.58 AND ""d"" BETWEEN 3.24 AND 10.39 AND ""a"" BETWEEN 5.24 AND 18.45 AND ""g"" BETWEEN 0.59 AND 5.94;",0.0
1607,"SELECT * FROM higgs WHERE ""a"" BETWEEN 0.91 AND 36.51 AND ""g"" BETWEEN 2.56 AND 4.38 AND ""f"" BETWEEN 2.71 AND 8.27 AND ""b"" BETWEEN 5.57 AND 13.63 AND ""d"" BETWEEN 6.20 AND 7.95 AND ""e"" BETWEEN 1.01 AND 10.14 AND ""c"" BETWEEN 4.21 AND 5.66;",0.0
1608,"SELECT * FROM higgs WHERE ""d"" BETWEEN 8.20 AND 13.92 AND ""b"" BETWEEN 9.97 AND 10.67 AND ""f"" BETWEEN 4.85 AND 9.95 AND ""c"" BETWEEN 1.82 AND 5.90 AND ""a"" BETWEEN 21.47 AND 33.85 AND ""g"" BETWEEN 1.06 AND 6.86;",0.0
1609,"SELECT * FROM higgs WHERE ""f"" BETWEEN 6.62 AND 7.89 AND ""a"" BETWEEN 5.88 AND 36.48;",96.0
1610,"SELECT * FROM higgs WHERE ""e"" BETWEEN 1.70 AND 16.18 AND ""f"" BETWEEN 6.75 AND 10.72 AND ""d"" BETWEEN 1.42 AND 9.21 AND ""a"" BETWEEN 10.41 AND 29.89;",11.0
1611,"SELECT * FROM higgs WHERE ""a"" BETWEEN 11.13 AND 29.72 AND ""d"" BETWEEN 7.36 AND 10.28;",0.0
1612,"SELECT * FROM higgs WHERE ""e"" BETWEEN 1.24 AND 17.57 AND ""g"" BETWEEN 2.52 AND 3.83 AND ""b"" BETWEEN 3.67 AND 7.68;",5029.0
1613,"SELECT * FROM higgs WHERE ""c"" BETWEEN 5.92 AND 7.85 AND ""g"" BETWEEN 0.59 AND 1.26;",0.0
1614,"SELECT * FROM higgs WHERE ""e"" BETWEEN 12.53 AND 16.09 AND ""b"" BETWEEN 4.95 AND 8.03 AND ""f"" BETWEEN 3.11 AND 8.93 AND ""d"" BETWEEN 4.44 AND 14.23;",1.0
1615,"SELECT * FROM higgs WHERE ""g"" BETWEEN 5.23 AND 6.55 AND ""c"" BETWEEN 1.67 AND 2.30 AND ""b"" BETWEEN 2.40 AND 3.94;",0.0
1616,"SELECT * FROM higgs WHERE ""a"" BETWEEN 12.75 AND 22.91 AND ""c"" BETWEEN 1.10 AND 3.70 AND ""b"" BETWEEN 3.63 AND 6.84 AND ""d"" BETWEEN 4.69 AND 5.55 AND ""g"" BETWEEN 0.49 AND 4.67;",0.0
1617,"SELECT * FROM higgs WHERE ""f"" BETWEEN 4.14 AND 11.48 AND ""d"" BETWEEN 7.56 AND 14.26;",172.0
1618,"SELECT * FROM higgs WHERE ""b"" BETWEEN 15.15 AND 15.64 AND ""f"" BETWEEN 4.71 AND 9.49 AND ""a"" BETWEEN 14.78 AND 37.17 AND ""g"" BETWEEN 3.08 AND 6.74 AND ""d"" BETWEEN 1.97 AND 6.21 AND ""e"" BETWEEN 2.85 AND 7.49 AND ""c"" BETWEEN 2.97 AND 6.48;",0.0
1619,"SELECT * FROM higgs WHERE ""e"" BETWEEN 12.78 AND 16.10 AND ""a"" BETWEEN 4.17 AND 18.77 AND ""c"" BETWEEN 2.81 AND 2.93;",0.0
1620,"SELECT * FROM higgs WHERE ""g"" BETWEEN 5.56 AND 5.72 AND ""d"" BETWEEN 12.55 AND 13.49 AND ""a"" BETWEEN 26.01 AND 37.74;",0.0
1621,"SELECT * FROM higgs WHERE ""g"" BETWEEN 4.14 AND 8.12 AND ""a"" BETWEEN 13.71 AND 20.81 AND ""c"" BETWEEN 4.88 AND 6.72 AND ""e"" BETWEEN 9.20 AND 11.65;",0.0
1622,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.47 AND 5.26 AND ""e"" BETWEEN 0.11 AND 15.82 AND ""d"" BETWEEN 4.09 AND 6.62;",18.0
1623,"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.48 AND 2.58 AND ""c"" BETWEEN 1.05 AND 1.32 AND ""f"" BETWEEN 3.21 AND 4.90 AND ""g"" BETWEEN 1.14 AND 7.89;",403.0
1624,"SELECT * FROM higgs WHERE ""d"" BETWEEN 1.17 AND 3.93 AND ""a"" BETWEEN 6.40 AND 16.41 AND ""e"" BETWEEN 2.95 AND 13.99 AND ""b"" BETWEEN 15.78 AND 17.36 AND ""c"" BETWEEN 0.18 AND 2.50;",0.0
1625,"SELECT * FROM higgs WHERE ""f"" BETWEEN 10.23 AND 10.40 AND ""c"" BETWEEN 2.99 AND 3.97 AND ""d"" BETWEEN 11.83 AND 14.18 AND ""a"" BETWEEN 0.42 AND 32.31;",0.0
1626,"SELECT * FROM higgs WHERE ""b"" BETWEEN 9.00 AND 19.27 AND ""c"" BETWEEN 1.75 AND 5.85 AND ""d"" BETWEEN 0.17 AND 10.12 AND ""a"" BETWEEN 1.85 AND 30.94 AND ""e"" BETWEEN 11.09 AND 16.24;",0.0
1627,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.47 AND 5.51 AND ""g"" BETWEEN 0.70 AND 8.04 AND ""a"" BETWEEN 4.08 AND 23.58;",100411.0
1628,"SELECT * FROM higgs WHERE ""d"" BETWEEN 0.26 AND 1.39 AND ""f"" BETWEEN 4.89 AND 9.63;",696.0
1629,"SELECT * FROM higgs WHERE ""f"" BETWEEN 5.43 AND 9.61 AND ""d"" BETWEEN 0.54 AND 4.29 AND ""g"" BETWEEN 2.65 AND 5.02 AND ""e"" BETWEEN 12.18 AND 17.58;",2.0
1630,"SELECT * FROM higgs WHERE ""a"" BETWEEN 4.59 AND 13.03 AND ""g"" BETWEEN 2.31 AND 6.71 AND ""d"" BETWEEN 4.81 AND 6.21 AND ""f"" BETWEEN 1.36 AND 4.78;",59.0
1631,"SELECT * FROM higgs WHERE ""f"" BETWEEN 0.46 AND 9.79 AND ""g"" BETWEEN 3.20 AND 4.60 AND ""c"" BETWEEN 0.81 AND 4.08 AND ""e"" BETWEEN 0.69 AND 13.63 AND ""a"" BETWEEN 10.43 AND 13.80;",729.0
1632,"SELECT * FROM higgs WHERE ""e"" BETWEEN 12.63 AND 14.82 AND ""b"" BETWEEN 18.51 AND 20.35 AND ""a"" BETWEEN 8.27 AND 16.69 AND ""d"" BETWEEN 7.65 AND 9.17 AND ""g"" BETWEEN 4.50 AND 7.25 AND ""c"" BETWEEN 0.63 AND 4.79 AND ""f"" BETWEEN 3.89 AND 7.01;",0.0
1633,"SELECT * FROM higgs WHERE ""a"" BETWEEN 22.21 AND 30.34 AND ""f"" BETWEEN 4.41 AND 5.95 AND ""g"" BETWEEN 6.45 AND 8.06 AND ""d"" BETWEEN 2.28 AND 3.22 AND ""c"" BETWEEN 2.83 AND 7.51 AND ""e"" BETWEEN 1.79 AND 15.85;",0.0
1634,"SELECT * FROM higgs WHERE ""a"" BETWEEN 26.22 AND 32.88 AND ""e"" BETWEEN 7.04 AND 12.07 AND ""g"" BETWEEN 0.63 AND 0.72 AND ""f"" BETWEEN 3.73 AND 6.65 AND ""c"" BETWEEN 4.18 AND 4.54;",0.0
1635,"SELECT * FROM higgs WHERE ""e"" BETWEEN 3.92 AND 17.47 AND ""d"" BETWEEN 0.52 AND 11.71 AND ""b"" BETWEEN 0.99 AND 3.88 AND ""f"" BETWEEN 5.83 AND 6.24 AND ""a"" BETWEEN 15.89 AND 26.68 AND ""g"" BETWEEN 1.18 AND 8.13;",0.0
1636,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.81 AND 7.26 AND ""f"" BETWEEN 8.01 AND 10.87;",26.0
1637,"SELECT * FROM higgs WHERE ""d"" BETWEEN 2.09 AND 2.32 AND ""a"" BETWEEN 25.59 AND 28.74 AND ""c"" BETWEEN 5.05 AND 5.27 AND ""e"" BETWEEN 12.02 AND 14.54 AND ""b"" BETWEEN 9.08 AND 18.91 AND ""g"" BETWEEN 0.87 AND 1.40 AND ""f"" BETWEEN 4.65 AND 6.07;",0.0
1638,"SELECT * FROM higgs WHERE ""f"" BETWEEN 2.47 AND 2.76 AND ""c"" BETWEEN 3.14 AND 5.56 AND ""g"" BETWEEN 5.39 AND 6.28 AND ""d"" BETWEEN 1.66 AND 3.33;",0.0
1639,"SELECT * FROM higgs WHERE ""g"" BETWEEN 0.60 AND 6.72 AND ""f"" BETWEEN 0.95 AND 7.46 AND ""e"" BETWEEN 4.08 AND 5.91 AND ""b"" BETWEEN 2.15 AND 6.78;",2504.0
1640,"SELECT * FROM higgs WHERE ""d"" BETWEEN 3.28 AND 11.36 AND ""e"" BETWEEN 3.95 AND 12.77 AND ""a"" BETWEEN 2.19 AND 35.06 AND ""b"" BETWEEN 12.04 AND 18.44 AND ""f"" BETWEEN 4.90 AND 7.60 AND ""c"" BETWEEN 0.85 AND 3.66;",0.0
1641,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.46 AND 7.74 AND ""b"" BETWEEN 5.18 AND 5.58 AND ""c"" BETWEEN 1.07 AND 4.01 AND ""a"" BETWEEN 6.81 AND 9.46 AND ""d"" BETWEEN 6.73 AND 11.81;",0.0
1642,"SELECT * FROM higgs WHERE ""d"" BETWEEN 8.27 AND 12.07 AND ""f"" BETWEEN 0.68 AND 6.13;",53.0
1643,"SELECT * FROM higgs WHERE ""d"" BETWEEN 10.05 AND 11.16 AND ""f"" BETWEEN 4.57 AND 6.01 AND ""e"" BETWEEN 10.89 AND 11.96;",0.0
1644,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.97 AND 7.17 AND ""e"" BETWEEN 7.10 AND 7.31;",0.0
1645,"SELECT * FROM higgs WHERE ""b"" BETWEEN 13.36 AND 18.23 AND ""f"" BETWEEN 2.61 AND 10.83 AND ""a"" BETWEEN 31.45 AND 39.82;",0.0
1646,"SELECT * FROM higgs WHERE ""a"" BETWEEN 8.55 AND 11.02 AND ""g"" BETWEEN 1.76 AND 2.64 AND ""b"" BETWEEN 8.29 AND 11.48 AND ""c"" BETWEEN 2.61 AND 2.81 AND ""f"" BETWEEN 1.25 AND 4.44 AND ""e"" BETWEEN 6.14 AND 11.66 AND ""d"" BETWEEN 11.20 AND 12.23;",0.0
1647,"SELECT * FROM higgs WHERE ""a"" BETWEEN 18.23 AND 28.15 AND ""d"" BETWEEN 1.27 AND 9.77 AND ""c"" BETWEEN 4.87 AND 5.35 AND ""b"" BETWEEN 6.24 AND 20.19 AND ""e"" BETWEEN 2.61 AND 5.26 AND ""g"" BETWEEN 0.42 AND 5.49;",0.0
1648,"SELECT * FROM higgs WHERE ""e"" BETWEEN 5.58 AND 16.27 AND ""f"" BETWEEN 3.49 AND 11.21 AND ""c"" BETWEEN 5.14 AND 7.17 AND ""a"" BETWEEN 29.58 AND 35.74 AND ""b"" BETWEEN 16.18 AND 18.44 AND ""d"" BETWEEN 2.99 AND 6.05;",0.0
1649,"SELECT * FROM higgs WHERE ""g"" BETWEEN 5.23 AND 8.09 AND ""e"" BETWEEN 8.75 AND 16.52 AND ""b"" BETWEEN 5.36 AND 19.30 AND ""f"" BETWEEN 8.77 AND 9.79 AND ""d"" BETWEEN 4.09 AND 13.04;",0.0
1650,"SELECT * FROM higgs WHERE ""a"" BETWEEN 2.36 AND 33.28 AND ""f"" BETWEEN 8.24 AND 11.03;",11.0
1651,"SELECT * FROM higgs WHERE ""c"" BETWEEN 2.86 AND 4.75 AND ""b"" BETWEEN 9.63 AND 15.43;",0.0
1652,"SELECT * FROM higgs WHERE ""f"" BETWEEN 4.39 AND 5.22 AND ""c"" BETWEEN 1.94 AND 2.01 AND ""e"" BETWEEN 8.45 AND 16.83 AND ""g"" BETWEEN 2.47 AND 4.56 AND ""d"" BETWEEN 1.13 AND 9.51 AND ""a"" BETWEEN 2.43 AND 4.36;",0.0
1653,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.66 AND 1.73 AND ""c"" BETWEEN 2.17 AND 5.50 AND ""e"" BETWEEN 6.14 AND 13.77 AND ""d"" BETWEEN 6.94 AND 7.15 AND ""a"" BETWEEN 22.64 AND 35.07;",0.0
1654,"SELECT * FROM higgs WHERE ""a"" BETWEEN 7.09 AND 30.61 AND ""c"" BETWEEN 1.24 AND 4.84 AND ""e"" BETWEEN 1.38 AND 8.92 AND ""b"" BETWEEN 9.67 AND 12.15 AND ""d"" BETWEEN 10.00 AND 10.51 AND ""f"" BETWEEN 1.26 AND 7.18;",0.0
1655,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.71 AND 6.23 AND ""d"" BETWEEN 5.39 AND 12.86 AND ""e"" BETWEEN 1.97 AND 14.75 AND ""g"" BETWEEN 3.95 AND 4.81 AND ""f"" BETWEEN 0.30 AND 2.41 AND ""a"" BETWEEN 20.43 AND 26.54 AND ""b"" BETWEEN 5.45 AND 13.33;",0.0
1656,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.16 AND 5.30 AND ""e"" BETWEEN 14.28 AND 17.60 AND ""b"" BETWEEN 8.65 AND 16.66 AND ""g"" BETWEEN 4.29 AND 5.76 AND ""f"" BETWEEN 2.63 AND 4.74;",0.0
1657,"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.36 AND 5.69 AND ""d"" BETWEEN 6.92 AND 9.85 AND ""f"" BETWEEN 3.21 AND 7.45 AND ""a"" BETWEEN 16.40 AND 36.82 AND ""e"" BETWEEN 0.97 AND 11.76;",0.0
1658,"SELECT * FROM higgs WHERE ""g"" BETWEEN 2.05 AND 6.93 AND ""d"" BETWEEN 2.16 AND 7.32 AND ""a"" BETWEEN 11.16 AND 19.44 AND ""b"" BETWEEN 15.53 AND 18.39 AND ""c"" BETWEEN 1.53 AND 5.35 AND ""e"" BETWEEN 4.52 AND 15.16 AND ""f"" BETWEEN 8.25 AND 8.79;",0.0
1659,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.44 AND 2.06 AND ""e"" BETWEEN 11.02 AND 12.87 AND ""b"" BETWEEN 7.26 AND 19.29 AND ""f"" BETWEEN 7.03 AND 11.18;",0.0
1660,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.90 AND 2.97 AND ""d"" BETWEEN 0.18 AND 6.44;",189751.0
1661,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.74 AND 4.61 AND ""d"" BETWEEN 6.94 AND 12.31 AND ""b"" BETWEEN 2.38 AND 18.44 AND ""a"" BETWEEN 2.33 AND 20.46 AND ""g"" BETWEEN 0.65 AND 6.55 AND ""c"" BETWEEN 4.78 AND 5.64;",0.0
1662,"SELECT * FROM higgs WHERE ""e"" BETWEEN 13.53 AND 15.57 AND ""d"" BETWEEN 5.24 AND 5.39 AND ""a"" BETWEEN 5.41 AND 8.40 AND ""b"" BETWEEN 1.45 AND 12.59 AND ""g"" BETWEEN 1.81 AND 6.81 AND ""f"" BETWEEN 4.07 AND 8.55 AND ""c"" BETWEEN 2.58 AND 5.79;",0.0
1663,"SELECT * FROM higgs WHERE ""a"" BETWEEN 5.57 AND 19.89 AND ""b"" BETWEEN 1.66 AND 9.89;",38817.0
1664,"SELECT * FROM higgs WHERE ""a"" BETWEEN 13.95 AND 22.11 AND ""f"" BETWEEN 2.58 AND 7.96 AND ""e"" BETWEEN 0.14 AND 4.00;",879.0
1665,"SELECT * FROM higgs WHERE ""a"" BETWEEN 4.79 AND 26.29 AND ""d"" BETWEEN 9.25 AND 9.57 AND ""b"" BETWEEN 18.34 AND 19.24;",0.0
